iter	RMSE
144	1198245.423
145	1194701.167
146	1188916.173
147	1182402.849
148	1178035.927
149	1173864.251
150	1171583.925
151	1167265.774
152	1161346.579
153	1154870.422
154	1149149.385
155	1145354.071
156	1140318.01
157	1135746.759
158	1131944.094
159	1125216.402
160	1121434.118
161	1116903.375
162	1114577.626
163	1109511.221
164	1104906.857
165	1100333.262
166	1099045.952
167	1096652.657
168	1093611.533
169	1091748.092
170	1089639.794
171	1086920.652
172	1082989.028
173	1081954.989
174	1078752.554
175	1074784.531
176	1071493.55
177	1068459.936
178	1065556.103
179	1061125.601
180	1058397.595
181	1056443.805
182	1051309.306
183	1048392.766
184	1044106.451
185	1042766.013
186	1039866.729
187	1036522.405
188	1033418.608
189	1029968.114
190	1026403.297
191	1023851.758
192	1020929.263
193	1018578.516
194	1016212.692
195	1013952.387
196	1010710.398
197	1008637.339
198	1007078.197
199	1005669.588
200	1003132.262
201	1000408.975
202	997591.5464
203	996226.2596
204	995711.9556
205	992811.0499
206	990266.7815
207	988102.9042
208	985289.4701
209	982473.8482
210	981528.1933
211	978698.0451
212	975922.1262
213	972314.8087
214	971075.1021
215	968637.2412
216	968190.4239
217	966238.8292
218	965474.3455
219	963345.4459
220	961069.396
221	958926.4466
222	956300.3185
223	954572.0462
224	951613.0435
225	949218.9878
226	947148.4891
227	945334.029
228	943070.7902
229	940696.1928
230	938185.184
231	936334.1377
232	934224.0205
233	931792.9694
234	928984.1088
235	927071.3087
236	925392.976
237	922939.1673
238	922300.7352
239	919860.91
240	917604.9189
241	915689.3303
242	912896.9934
243	910929.3252
244	910600.6961
245	908393.8487
246	905797.9922
247	904108.8692
248	901838.7306
249	900028.0293
250	898439.4388
251	895997.8391
252	894088.7468
253	891897.028
254	889207.8682
255	887105.7287
256	884293.0074
257	882328.9508
258	881684.3527
259	880617.4221
260	879003.1352
261	877113.5592
262	875102.1489
263	873024.9022
264	872214.9707
265	870635.0245
266	869253.3871
267	868959.4678
268	868728.7578
269	868440.3048
270	866427.3828
271	864363.5385
272	863242.3596
273	861715.7197
274	860146.7142
275	858065.2595
276	856598.2404
277	856382.7542
278	854706.7937
279	853641.352
280	851778.868
281	850266.064
282	847176.3185
283	846030.3476
284	844143.838
285	843036.3227
286	841545.7187
287	839746.9874
288	838958.1937
289	836813.5057
290	834873.9403
291	833568.2964
292	831988.0843
293	830646.1194
294	829420.8351
295	828237.2432
296	826620.7834
297	825694.0908
298	823962.099
299	822858.9216
300	821282.1824
301	820380.6392
302	819364.5877
303	817642.6738
304	816218.2979
305	815425.2281
306	813884.6457
307	812356.1371
308	811102.126
309	809376.2377
310	808969.2029
311	807416.2829
312	805831.1571
313	804783.5318
314	803160.3842
315	802583.3942
316	801250.9371
317	800978.1697
318	799798.5532
319	799341.4888
320	797903.3823
321	796347.9494
322	794471.5527
323	793090.8527
324	792717.3534
325	791084.255
326	789690.7982
327	788924.5302
328	788019.25
329	787156.9531
330	786032.7132
331	784686.1823
332	784028.8656
333	783158.0541
334	782704.2184
335	781727.5141
336	780682.3154
337	780449.9493
338	778953.4815
339	778080.7524
340	776799.7785
341	775165.0589
342	774327.657
343	773214.2889
344	772606.2426
345	772217.2023
346	770633.865
347	769060.5704
348	767941.3814
349	767067.0854
350	765889.8014
351	764994.186
352	764488.8528
353	764081.5806
354	762584.8303
355	761634.6981
356	760357.4821
357	759357.0065
358	758804.7685
359	757937.0054
360	756002.1323
361	754778.8176
362	753537.1495
363	752708.2437
364	751818.8636
365	751272.0993
366	750788.3782
367	749477.7472
368	748457.6085
369	747260.1935
370	746851.1286
371	746374.4711
372	745504.6548
373	744335.6648
374	744223.6867
375	743272.7081
376	742511.1805
377	741070.5672
378	740562.4969
379	738567.674
380	737625.004
381	737182.9186
382	736584.1234
383	735798.3703
384	734661.4616
385	734077.6095
386	733508.2488
387	733055.7564
388	732303.4119
389	730763.1919
390	729975.7311
391	729583.0982
392	728804.1369
393	728366.5008
394	727946.8241
395	726706.7468
396	726152.5711
397	725095.4224
398	723940.2416
399	723293.8527
400	722233.4643
401	721547.5727
402	720162.678
403	719062.2605
404	718014.4665
405	717217.821
406	716386.6172
407	715869.2237
408	714168.633
409	713461.0607
410	712835.6148
411	711500.1525
412	710641.5492
413	709155.7408
414	708515.0712
415	707860.0873
416	707058.079
417	706991.9277
418	705996.7676
419	705398.8587
420	704656.3008
421	704352.2539
422	703476.4402
423	702918.2285
424	702102.8221
425	701462.3001
426	700688.208
427	699948.5143
428	699275.9754
429	698917.4269
430	698220.2446
431	697705.1286
432	697133.0909
433	695916.0331
434	694611.0688
435	693712.7529
436	693088.2439
437	692389.179
438	691970.9549
439	691191.0424
440	690762.9283
441	690031.0143
442	689255.2761
443	688240.3623
444	687533.488
445	686045.6513
446	685298.0613
447	684698.5856
448	684158.0203
449	683644.8663
450	683390.3072
451	682972.9881
452	682601.0982
453	681701.3899
454	681081.2083
455	680545.0573
456	679874.639
457	679235.2738
458	678601.4752
459	677912.536
460	677692.7046
461	677162.5877
462	676545.137
463	675665.8864
464	675320.2249
465	675073.637
466	674477.5063
467	673627.3175
468	672502.7241
469	672407.3856
470	671989.8955
471	671301.4598
472	670530.4994
473	670010.5375
474	669368.9333
475	668791.9087
476	667754.4626
477	667212.397
478	666355.2824
479	665880.9578
480	665355.4382
481	664579.1678
482	664234.2188
483	663438.5507
484	662854.6345
485	662480.8128
486	661634.5695
487	660898.6891
488	660352.4515
489	659366.476
490	658579.019
491	658179.2007
492	657412.7835
493	657030.1595
494	656502.9497
495	655837.2154
496	655202.5614
497	654918.5677
498	654323.952
499	653823.0521
500	653612.1012
501	653309.8334
502	652080.057
503	651343.8454
504	650321.7128
505	649812.286
506	649564.8551
507	649160.914
508	648492.9759
509	647742.961
510	647139.7582
511	646743.7133
512	645689.1725
513	645084.0538
514	644760.5979
515	644098.8324
516	643678.7802
517	643366.1139
518	642846.5041
519	642375.4259
520	641886.1629
521	641124.9301
522	640540.8504
523	640133.6519
524	639941.8285
525	639648.4382
526	639203.9561
527	638586.8964
528	638216.0967
529	637919.8508
530	637348.1027
531	636760.9583
532	636100.1691
533	635703.6618
534	635500.5478
535	634968.7176
536	634702.7726
537	634046.5751
538	633120.1468
539	632901.6626
540	632335.2694
541	631880.463
542	631518.4347
543	631148.3437
544	630811.1933
545	630345.6581
546	630014.2463
547	629772.9432
548	629603.9047
549	628990.6472
550	628443.3544
551	627829.3666
552	627361.1955
553	626717.1006
554	626104.9049
555	625611.7704
556	625292.2867
557	624969.0826
558	624196.1981
559	624167.3337
560	623455.1239
561	623087.2714
562	622568.3182
563	622105.8531
564	621657.296
565	621247.5524
566	621037.3218
567	620951.1884
568	620546.8237
569	620095.1721
570	619855.0925
571	619180.1632
572	618464.4501
573	618032.1574
574	617764.8474
575	617080.8523
576	617024.4211
577	616374.0411
578	616206.9123
579	615613.7302
580	615331.9748
581	614791.8416
582	614151.6117
583	613708.3825
584	613474.9293
585	613091.1816
586	612611.7866
587	612232.3132
588	611785.2058
589	611671.1817
590	611403.0164
591	611076.481
592	610172.509
593	609694.926
594	609251.7363
595	608854.3582
596	608300.4816
597	607680.2144
598	607422.5108
599	607111.2831
600	607093.2109
601	606864.5995
602	606609.5077
603	606001.4458
604	605568.204
605	604914.3538
606	604435.926
607	603895.5137
608	603569.8261
609	603382.0005
610	603005.8626
611	602586.3991
612	602366.3798
613	601771.4006
614	601342.8928
615	600932.636
616	600917.6316
617	600902.8979
618	600743.4513
619	599993.746
620	599765.1675
621	599598.569
622	599134.6548
623	598661.3798
624	598644.6216
625	598437.7348
626	598150.6314
627	597859.3645
628	597219.4068
629	596941.2102
630	596501.0458
631	595515.0333
632	595158.4842
633	594974.6624
634	594420.2003
635	593897.2744
636	593440.4338
637	593023.2132
638	592689.1716
639	592485.3077
640	592175.9624
641	591928.571
642	591266.7133
643	590663.3346
644	590368.4727
645	589746.5475
646	589346.0177
647	589037.4365
648	588445.1893
649	588250.0066
650	587871.1712
651	587368.4598
652	587192.5884
653	587033.4632
654	587012.4721
655	586704.2931
656	586404.3869
657	586128.9341
658	585871.3537
659	585586.2792
660	584909.4562
661	584558.5272
662	584344.5293
663	584074.0875
664	583938.0337
665	583468.5786
666	583300.4684
667	583278.7268
668	583264.7559
669	582919.2699
670	582593.623
671	582273.5779
672	581731.1311
673	581497.9048
674	581487.295
675	581170.7828
676	581091.395
677	580678.5346
678	580245.6671
679	579641.6211
680	579431.0613
681	578810.9924
682	578629.585
683	578231.5595
684	577778.8783
685	577390.116
686	576586.102
687	576576.7245
688	576080.1278
689	575918.0828
690	575549.4656
691	575336.8525
692	574885.6836
693	574599.0618
694	574221.922
695	573787.5051
696	573023.9406
697	572559.858
698	572289.1335
699	571871.8564
700	571582.6202
701	571284.8773
702	570983.3468
703	570902.9153
704	570528.022
705	570413.8664
706	570250.0878
707	570148.3546
708	570092.1093
709	569553.1947
710	569100.8818
711	568667.9036
712	568255.3064
713	567943.83
714	567727.2754
715	567520.1655
716	567263.6043
717	566980.1338
718	566384.3413
719	566229.9052
720	565884.2237
721	565571.9363
722	565233.41
723	564957.6622
724	564730.9199
725	564544.2852
726	564166.9104
727	563838.0634
728	563374.9192
729	563246.3463
730	563022.3095
731	562909.0382
732	562641.7252
733	561958.6048
734	561537.9687
735	561371.3607
736	560963.4092
737	560412.5535
738	560068.308
739	559766.8388
740	559629.6443
741	559313.8559
742	559248.5465
743	558871.9852
744	558497.627
745	558156.1808
746	557833.0846
747	557298.7191
748	557288.1081
749	557197.4195
750	556990.3214
751	556723.0475
752	556325.8235
753	556049.1594
754	555835.8902
755	555744.0164
756	555622.7697
757	555268.5678
758	555050.7531
759	554877.2206
760	554678.8707
761	554247.1846
762	553832.2096
763	553822.3899
764	553675.7025
765	553380.5414
766	553081.9713
767	552670.8864
768	552476.9932
769	552260.6893
770	552112.7493
771	551927.0744
772	551781.2549
773	551616.7088
774	551404.4773
775	551304.4344
776	550847.754
777	550439.0647
778	550384.2198
779	550088.436
780	549885.4153
781	549489.5932
782	549297.1129
783	549092.2542
784	548619.0063
785	548280.1775
786	548141.4872
787	547991.1787
788	547672.348
789	547494.8751
790	547410.8677
791	547170.8722
792	546757.6975
793	546561.4148
794	546495.7946
795	546092.5517
796	545794.064
797	545444.7492
798	545185.3972
799	545151.5448
800	544892.7399
801	544640.7908
802	544469.0343
803	544133.5922
804	543961.7825
805	543571.4546
806	543421.0164
807	543164.6294
808	543121.0187
809	542817.2261
810	542543.9131
811	542460.5769
812	542271.2595
813	542057.6764
814	541771.2751
815	541357.5367
816	541351.0585
817	541089.1309
818	540897.7307
819	540798.0361
820	540614
821	540487.4117
822	540284.4266
823	539898.5605
824	539595.3409
825	539480.4616
826	539289.7279
827	539109.4555
828	538783.4438
829	538776.1516
830	538769.8525
831	538664.7956
832	538538.9337
833	538455.4091
834	538249.4499
835	537952.2173
836	537678.0403
837	537592.6074
838	537200.8652
839	536908.9361
840	536788.9109
841	536589.5293
842	536564.1053
843	536438.4139
844	536281.0946
845	536122.0423
846	535931.1583
847	535925.7306
848	535783.9573
849	535645.1079
850	535356.5114
851	535273.3965
852	534847.2689
853	534436.8664
854	534307.1573
855	534146.0146
856	534091.827
857	533902.8126
858	533897.859
859	533662.6775
860	533449.5781
861	533285.6099
862	532855.3795
863	532642.7238
864	532368.7541
865	532279.8418
866	532217.944
867	532213.07
868	532207.9543
869	531910.447
870	531902.7864
871	531471.2521
872	531272.0547
873	530708.7088
874	530499.8271
875	530398.6721
876	530271.2691
877	530006.2807
878	529822.3001
879	529557.9192
880	529294.6562
881	529185.0864
882	529089.7347
883	528982.6593
884	528853.8254
885	528731.1813
886	528374.6316
887	528304.4737
888	528167.4299
889	527907.8013
890	527612.4024
891	527502.8004
892	527425.5297
893	527319.0754
894	527169.1482
895	527094.3953
896	526959.0679
897	526814.8494
898	526750.7311
899	526389.8566
900	526083.5178
901	525876.2904
902	525754.6181
903	525642.9489
904	525560.2737
905	525424.3693
906	525071.1268
907	524822.0412
908	524446.6638
909	524276.0959
910	524013.0815
911	523903.4395
912	523876.079
913	523763.2983
914	523704.9742
915	523540.0145
916	523444.5388
917	523212.9429
918	523101.805
919	522881.93
920	522537.6792
921	522365.8071
922	522298.2416
923	522161.5086
924	521970.9947
925	521781.2549
926	521763.5929
927	521576.5964
928	521335.8514
929	521074.6382
930	520938.8418
931	520686.7773
932	520386.0115
933	520251.7771
934	520244.7146
935	520004.4602
936	519821.2683
937	519658.8315
938	519337.8869
939	519127.9251
940	518790.8532
941	518583.6569
942	518508.8021
943	518388.4336
944	518137.5604
945	517950.6288
946	517642.107
947	517529.53
948	517523.5835
949	517432.7351
950	517221.4327
951	516829.5383
952	516823.4419
953	516819.6278
954	516777.4973
955	516390.1892
956	516317.3111
957	515975.9594
958	515787.1521
959	515677.6396
960	515628.4716
961	515545.4854
962	515483.5507
963	515479.292
964	515220.5684
965	515009.0413
966	514673.1169
967	514353.2138
968	514242.111
969	514112.7734
970	514039.0713
971	513940.1315
972	513807.6051
973	513678.2125
974	513600.8627
975	513453.0459
976	513171.8191
977	513056.3594
978	513052.8293
979	512844.2834
980	512811.5014
981	512669.1737
982	512647.1864
983	512470.9733
984	512351.3728
985	512283.6673
986	512280.4249
987	512224.0171
988	512220.5212
989	512129.55
990	511778.5369
991	511440.0994
992	511220.2487
993	511154.7982
994	511027.2085
995	510796.1245
996	510720.615
997	510626.4138
998	510542.9496
999	510497.9365
1000	510377.0233
1001	510264.5189
1002	510116.6484
1003	509850.6429
1004	509847.2824
1005	509661.9841
1006	509557.6571
1007	509416.7837
1008	509247.6813
1009	508923.902
1010	508885.5873
1011	508723.5105
1012	508542.749
1013	508397.0104
1014	508115.5996
1015	507875.218
1016	507607.8948
1017	507555.5566
1018	507385.8484
1019	507305.8285
1020	506898.7013
1021	506895.5012
1022	506661.5368
1023	506571.3018
1024	506399.6732
1025	506350.3654
1026	506154.7138
1027	506004.3821
1028	505777.4644
1029	505596.3655
1030	505406.5879
1031	505278.4827
1032	505231.3538
1033	505028.52
1034	504954.8692
1035	504743.4231
1036	504715.0317
1037	504610.2436
1038	504497.5031
1039	504295.1366
1040	504155.7635
1041	504082.8137
1042	503982.4699
1043	503843.1046
1044	503801.9193
1045	503799.0078
1046	503602.5612
1047	503600.0128
1048	503527.5491
1049	503386.2379
1050	503124.7991
1051	503021.1912
1052	502878.1454
1053	502734.6944
1054	502675.5253
1055	502535.7562
1056	502384.8623
1057	502294.5206
1058	502236.204
1059	502044.1164
1060	501770.3314
1061	501573.6996
1062	501487.9213
1063	501332.9902
1064	501274.3521
1065	501262.4621
1066	501134.7533
1067	501112.8983
1068	500996.8631
1069	500983.4676
1070	500732.6325
1071	500490.7291
1072	500314.4192
1073	500257.201
1074	500176.2546
1075	500105.0955
1076	500099.7511
1077	500047.0218
1078	500011.8925
1079	499871.3339
1080	499707.3957
1081	499544.5375
1082	499365.05
1083	499110.4781
1084	499071.3492
1085	499020.6739
1086	499018.349
1087	499015.5727
1088	498747.6132
1089	498745.1591
1090	498659.3184
1091	498603.1204
1092	498407.1971
1093	498367.6352
1094	498216.6811
1095	498124.2885
1096	498022.383
1097	497934.3313
1098	497808.1489
1099	497806.4625
1100	497734.4421
1101	497582.0605
1102	497542.2402
1103	497419.5972
1104	497320.0376
1105	497254.1369
1106	497133.6764
1107	497070.8471
1108	496757.83
1109	496745.9579
1110	496625.5695
1111	496477.7885
1112	496474.4296
1113	496350.9941
1114	496232.3035
1115	496139.418
1116	496029.6704
1117	495941.9598
1118	495749.1855
1119	495580.6208
1120	495476.1443
1121	495321.6428
1122	495289.7636
1123	495182.7795
1124	495107.3906
1125	495066.8415
1126	495064.8585
1127	494940.7887
1128	494762.6669
1129	494666.9072
1130	494577.8572
1131	494460.676
1132	494458.5613
1133	494349.0059
1134	494202.3082
1135	494004.3176
1136	493864.0947
1137	493582.1669
1138	493427.8561
1139	493314.9577
1140	493113.0593
1141	493086.5898
1142	493028.3882
1143	492785.9295
1144	492514.3217
1145	492328.1279
1146	492266.6079
1147	492264.4679
1148	492168.4257
1149	492079.809
1150	492002.9527
1151	491827.159
1152	491763.9874
1153	491681.1119
1154	491374.9116
1155	491243.6996
1156	491046.6912
1157	490996.3577
1158	490994.6327
1159	490852.0716
1160	490770.1599
1161	490632.2781
1162	490542.4494
1163	490535.868
1164	490372.3242
1165	490268.2627
1166	490202.8546
1167	490037.9614
1168	489996.4765
1169	489939.231
1170	489828.4211
1171	489745.7545
1172	489743.8444
1173	489686.4782
1174	489540.6188
1175	489490.5076
1176	489397.3173
1177	489269.4357
1178	489060.3155
1179	489005.0584
1180	488929.0402
1181	488836.8299
1182	488561.6294
1183	488560.0174
1184	488459.6027
1185	488447.3577
1186	488257.0409
1187	488038.4007
1188	488036.804
1189	487826.3981
1190	487823.9847
1191	487800.6668
1192	487766.7212
1193	487614.7579
1194	487492.1447
1195	487330.8592
1196	487186.3893
1197	487134.4068
1198	487085.7887
1199	486884.8572
1200	486841.4209
1201	486803.991
1202	486780.0974
1203	486770.7063
1204	486582.0103
1205	486567.0318
1206	486517.8216
1207	486516.2056
1208	486371.4461
1209	486286.0365
1210	486248.9393
1211	486093.5022
1212	485930.6184
1213	485878.9708
1214	485757.3957
1215	485644.1308
1216	485505.4666
1217	485373.043
1218	485288.2786
1219	485143.6406
1220	485096.6226
1221	485000.2439
1222	484828.5035
1223	484630.6465
1224	484482.4469
1225	484441.9312
1226	484308.1566
1227	484205.5338
1228	484025.1393
1229	483863.0905
1230	483740.2511
1231	483603.2523
1232	483601.8348
1233	483559.2326
1234	483489.1168
1235	483449.3587
1236	483099.1921
1237	483075.3249
1238	483033.7305
1239	482957.8153
1240	482834.7596
1241	482707.3822
1242	482654.3512
1243	482569.5638
1244	482447.4716
1245	482134.9208
1246	482027.5868
1247	481950.0035
1248	481856.6086
1249	481705.1531
1250	481538.7838
1251	481535.0163
1252	481434.4141
1253	481433.1927
1254	481396.191
1255	481210.9616
1256	481092.4565
1257	480976.3062
1258	480898.0191
1259	480886.7288
1260	480774.5036
1261	480767.7587
1262	480724.9525
1263	480652.2878
1264	480541.0842
1265	480391.5593
1266	480357.5898
1267	480356.5073
1268	480248.3604
1269	480147.9477
1270	480060.3275
1271	479972.2611
1272	479936.1171
1273	479915.5291
1274	479866.7389
1275	479662.9869
1276	479531.349
1277	479442.9715
1278	479288.2126
1279	479255.5394
1280	479067.2366
1281	478926.0025
1282	478885.2065
1283	478753.7642
1284	478606.9494
1285	478558.9834
1286	478536.7818
1287	478461.4061
1288	478425.8584
1289	478362.4438
1290	478263.8338
1291	478194.2384
1292	478133.7355
1293	478128.1013
1294	477930.2637
1295	477804.5069
1296	477716.3768
1297	477701.3534
1298	477621.3539
1299	477491.5996
1300	477397.7611
1301	477258.2681
1302	477154.607
1303	477070.5782
1304	477036.3629
1305	476912.2676
1306	476860.3853
1307	476779.6119
1308	476693.8955
1309	476526.502
1310	476466.1731
1311	476352.9351
1312	476246.1711
1313	476008.9474
1314	475986.813
1315	475873.9039
1316	475850.9717
1317	475746.1743
1318	475705.4706
1319	475634.8962
1320	475551.248
1321	475316.1354
1322	475245.7854
1323	475198.8034
1324	475017.0741
1325	474883.3801
1326	474684.8166
1327	474561.1471
1328	474492.5379
1329	474447.0729
1330	474318.5227
1331	474271.8451
1332	474220.1488
1333	474168.2881
1334	474090.0704
1335	474023.515
1336	473923.974
1337	473909.4821
1338	473879.6503
1339	473826.6757
1340	473825.5139
1341	473659.134
1342	473480.3607
1343	473360.4601
1344	473342.3317
1345	473333.1777
1346	473289.4407
1347	473269.511
1348	473190.0914
1349	473067.0172
1350	472892.5391
1351	472890.2755
1352	472829.4696
1353	472709.6731
1354	472514.0722
1355	472483.0735
1356	472410.4234
1357	472264.1603
1358	472263.2144
1359	472174.4743
1360	472066.0785
1361	472007.8743
1362	471912.6667
1363	471864.9473
1364	471782.7014
1365	471671.1294
1366	471573.9533
1367	471487.6372
1368	471280.8587
1369	471172.7745
1370	471139.0339
1371	471038.4065
1372	470911.2774
1373	470860.2005
1374	470757.0237
1375	470743.2304
1376	470723.5974
1377	470604.1309
1378	470516.5201
1379	470448.237
1380	470336.3738
1381	470272.293
1382	470192.8358
1383	470096.6632
1384	470095.6927
1385	470082.9766
1386	470059.1571
1387	469980.1416
1388	469903.9435
1389	469891.5041
1390	469840.5991
1391	469644.1553
1392	469618.5378
1393	469457.4924
1394	469392.1212
1395	469298.2898
1396	469231.7413
1397	469141.9655
1398	469126.9254
1399	469125.7497
1400	469021.4804
1401	468949.4558
1402	468839.0339
1403	468704.7983
1404	468655.4011
1405	468654.2487
1406	468465.0214
1407	468455.5799
1408	468439.5529
1409	468351.6418
1410	468350.5667
1411	468287.1253
1412	468166.8002
1413	468035.9992
1414	467853.328
1415	467722.8652
1416	467666.839
1417	467643.3248
1418	467537.8004
1419	467536.6244
1420	467525.7138
1421	467487.6958
1422	467439.0424
1423	467389.1916
1424	467306.7899
1425	467305.9256
1426	467259.1668
1427	467206.7749
1428	467082.9817
1429	467038.6989
1430	466958.4147
1431	466925.8463
1432	466874.378
1433	466790.1365
1434	466759.7756
1435	466644.3887
1436	466568.8387
1437	466514.8342
1438	466376.8691
1439	466375.8245
1440	466179.7418
1441	466064.0436
1442	466016.5384
1443	465793.258
1444	465723.3944
1445	465688.6799
1446	465537.561
1447	465448.4877
1448	465398.4547
1449	465236.3802
1450	465235.1899
1451	465175.4495
1452	465069.5653
1453	465036.0342
1454	464933.9874
1455	464854.1223
1456	464783.6428
1457	464692.0578
1458	464613.8324
1459	464544.506
1460	464500.5942
1461	464391.3954
1462	464346.1279
1463	464308.1172
1464	464238.9791
1465	464117.6329
1466	464057.0228
1467	464033.7391
1468	464032.8207
1469	463972.0004
1470	463864.7896
1471	463782.5787
1472	463710.6046
1473	463602.5956
1474	463556.1014
1475	463405.5706
1476	463343.3907
1477	463342.3294
1478	463300.8343
1479	463233.6118
1480	463127.7456
1481	463059.4738
1482	463014.747
1483	462971.0184
1484	462806.7784
1485	462747.4333
1486	462610.9256
1487	462561.6353
1488	462506.1566
1489	462384.987
1490	462335.6642
1491	462269.7764
1492	462221.2172
1493	462218.3559
1494	462206.8398
1495	462190.4488
1496	462077.8346
1497	462057.5629
1498	461977.3228
1499	461866.9468
1500	461827.9157
1501	461750.6915
1502	461689.3671
1503	461621.718
1504	461558.9925
1505	461545.6843
1506	461448.3892
1507	461339.8616
1508	461231.4823
1509	461106.6629
1510	461012.8425
1511	460978.7243
1512	460858.3975
1513	460747.1492
1514	460686.3896
1515	460651.0608
1516	460617.7054
1517	460549.8441
1518	460473.0087
1519	460400.2093
1520	460399.2429
1521	460297.1337
1522	460149.8832
1523	460022.7903
1524	459917.3791
1525	459796.9189
1526	459735.6143
1527	459653.5748
1528	459607.4712
1529	459555.7221
1530	459508.2278
1531	459428.0978
1532	459362.1557
1533	459334.6631
1534	459305.9404
1535	459287.4383
1536	459247.4409
1537	459201.6685
1538	459130.3358
1539	459035.9469
1540	458943.9694
1541	458899.8592
1542	458871.8102
1543	458705.0449
1544	458665.7147
1545	458616.6416
1546	458593.6305
1547	458535.9739
1548	458497.6839
1549	458433.8047
1550	458286.2458
1551	458268.9724
1552	458180.365
1553	458086.3054
1554	458053.5832
1555	458003.1379
1556	457896.4879
1557	457858.0434
1558	457785.1085
1559	457708.826
1560	457693.7562
1561	457596.7891
1562	457586.8851
1563	457552.0215
1564	457483.1455
1565	457384.7501
1566	457263.9709
1567	457162.1841
1568	457057.6429
1569	456982.346
1570	456954.3447
1571	456851.1677
1572	456840.4822
1573	456747.6717
1574	456672.2782
1575	456607.1406
1576	456557.3184
1577	456481.6199
1578	456466.089
1579	456323.1082
1580	456227.6207
1581	456205.4638
1582	456191.5182
1583	456130.4816
1584	456087.1841
1585	456062.3214
1586	456052.2396
1587	456031.232
1588	456018.0518
1589	455930.2724
1590	455911.5468
1591	455798.3893
1592	455778.5985
1593	455715.1623
1594	455688.734
1595	455627.5832
1596	455598.0945
1597	455546.4569
1598	455511.2057
1599	455461.2923
